date,model,office,state,party,candidate,win_prob,est_diff,est_share,est_share_2p
2020-11-03,fivethirtyeight-polls-plus,P,WY,D,Biden,0.001625,-0.34731009999999995,,0.32064903622215035
2020-11-03,fivethirtyeight-polls-plus,P,WY,R,Trump,0.998375,0.34731009999999995,,0.6793509637778496
2020-11-03,fivethirtyeight-polls-plus,P,WI,D,Biden,0.943575,0.08310961,,0.5419461576508828
2020-11-03,fivethirtyeight-polls-plus,P,WI,R,Trump,0.056425,-0.08310961,,0.4580538423491172
2020-11-03,fivethirtyeight-polls-plus,P,WV,D,Biden,0.007175,-0.3071466,,0.3437015076363944
2020-11-03,fivethirtyeight-polls-plus,P,WV,R,Trump,0.992825,0.3071466,,0.6562984923636056
2020-11-03,fivethirtyeight-polls-plus,P,WA,D,Biden,0.99155,0.2376315,,0.6215254999019129
2020-11-03,fivethirtyeight-polls-plus,P,WA,R,Trump,0.00845,-0.2376315,,0.3784745000980872
2020-11-03,fivethirtyeight-polls-plus,P,VA,D,Biden,0.990225,0.1248523,,0.5630158841518349
2020-11-03,fivethirtyeight-polls-plus,P,VA,R,Trump,0.009775,-0.1248523,,0.43698411584816504
2020-11-03,fivethirtyeight-polls-plus,P,VT,D,Biden,0.995975,0.3810874,,0.697969331661283
2020-11-03,fivethirtyeight-polls-plus,P,VT,R,Trump,0.004025,-0.3810874,,0.30203066833871695
2020-11-03,fivethirtyeight-polls-plus,P,UT,D,Biden,0.0456,-0.1375988,,0.4291828061228219
2020-11-03,fivethirtyeight-polls-plus,P,UT,R,Trump,0.9544,0.1375988,,0.5708171938771781
2020-11-03,fivethirtyeight-polls-plus,P,TX,D,Biden,0.382475,-0.015153060000000001,,0.49235425863706894
2020-11-03,fivethirtyeight-polls-plus,P,TX,R,Trump,0.617525,0.015153060000000001,,0.5076457413629311
2020-11-03,fivethirtyeight-polls-plus,P,TN,D,Biden,0.032475,-0.1570446,,0.4205354949892409
2020-11-03,fivethirtyeight-polls-plus,P,TN,R,Trump,0.967525,0.1570446,,0.5794645050107591
2020-11-03,fivethirtyeight-polls-plus,P,SD,D,Biden,0.051875,-0.1699097,,0.41384650503997056
2020-11-03,fivethirtyeight-polls-plus,P,SD,R,Trump,0.948125,0.1699097,,0.5861534949600294
2020-11-03,fivethirtyeight-polls-plus,P,SC,D,Biden,0.100025,-0.07494247000000001,,0.46224797780772053
2020-11-03,fivethirtyeight-polls-plus,P,SC,R,Trump,0.899975,0.07494247000000001,,0.5377520221922795
2020-11-03,fivethirtyeight-polls-plus,P,RI,D,Biden,0.99915,0.2726663,,0.6382637965227453
2020-11-03,fivethirtyeight-polls-plus,P,RI,R,Trump,0.00085,-0.2726663,,0.3617362034772546
2020-11-03,fivethirtyeight-polls-plus,P,PA,D,Biden,0.8431,0.04651922,,0.5234224563389245
2020-11-03,fivethirtyeight-polls-plus,P,PA,R,Trump,0.1569,-0.04651922,,0.4765775436610755
2020-11-03,fivethirtyeight-polls-plus,P,OR,D,Biden,0.98155,0.19429300000000002,,0.5991668662325011
2020-11-03,fivethirtyeight-polls-plus,P,OR,R,Trump,0.01845,-0.19429300000000002,,0.4008331337674988
2020-11-03,fivethirtyeight-polls-plus,P,OK,D,Biden,0.005725,-0.2522726,,0.37251024324433046
2020-11-03,fivethirtyeight-polls-plus,P,OK,R,Trump,0.994275,0.2522726,,0.6274897567556695
2020-11-03,fivethirtyeight-polls-plus,P,OH,D,Biden,0.453275,-0.0058825399999999995,,0.49702884224145283
2020-11-03,fivethirtyeight-polls-plus,P,OH,R,Trump,0.546725,0.0058825399999999995,,0.5029711577585472
2020-11-03,fivethirtyeight-polls-plus,P,ND,D,Biden,0.024075,-0.2169657,,0.38879816505391684
2020-11-03,fivethirtyeight-polls-plus,P,ND,R,Trump,0.975925,0.2169657,,0.6112018349460832
2020-11-03,fivethirtyeight-polls-plus,P,NC,D,Biden,0.639325,0.01762964,,0.5088768295092447
2020-11-03,fivethirtyeight-polls-plus,P,NC,R,Trump,0.360675,-0.01762964,,0.49112317049075527
2020-11-03,fivethirtyeight-polls-plus,P,NY,D,Biden,0.9999,0.2910512,,0.6469737618704621
2020-11-03,fivethirtyeight-polls-plus,P,NY,R,Trump,0.0001,-0.2910512,,0.353026238129538
2020-11-03,fivethirtyeight-polls-plus,P,NM,D,Biden,0.97755,0.1303108,,0.5663643189802722
2020-11-03,fivethirtyeight-polls-plus,P,NM,R,Trump,0.02245,-0.1303108,,0.4336356810197278
2020-11-03,fivethirtyeight-polls-plus,P,NJ,D,Biden,0.992025,0.20307950000000002,,0.6023819954858645
2020-11-03,fivethirtyeight-polls-plus,P,NJ,R,Trump,0.007975,-0.20307950000000002,,0.3976180045141356
2020-11-03,fivethirtyeight-polls-plus,P,NH,D,Biden,0.89085,0.1062075,,0.5536177782785789
2020-11-03,fivethirtyeight-polls-plus,P,NH,R,Trump,0.10915,-0.1062075,,0.446382221721421
2020-11-03,fivethirtyeight-polls-plus,P,NV,D,Biden,0.8781,0.061161730000000004,,0.5310325539973888
2020-11-03,fivethirtyeight-polls-plus,P,NV,R,Trump,0.1219,-0.061161730000000004,,0.4689674460026112
2020-11-03,fivethirtyeight-polls-plus,P,NE,D,Biden,0.005625,-0.1799934,,0.4085027078091532
2020-11-03,fivethirtyeight-polls-plus,P,NE,R,Trump,0.994375,0.1799934,,0.5914972921908468
2020-11-03,fivethirtyeight-polls-plus,P,NE-3,D,Biden,0.00025,-0.4702916,,0.25979316402812336
2020-11-03,fivethirtyeight-polls-plus,P,NE-3,R,Trump,0.99975,0.4702916,,0.7402068359718766
2020-11-03,fivethirtyeight-polls-plus,P,NE-2,D,Biden,0.716875,0.03238136,,0.5163927969580172
2020-11-03,fivethirtyeight-polls-plus,P,NE-2,R,Trump,0.283125,-0.03238136,,0.4836072030419828
2020-11-03,fivethirtyeight-polls-plus,P,NE-1,D,Biden,0.03925,-0.12169310000000001,,0.438154854997183
2020-11-03,fivethirtyeight-polls-plus,P,NE-1,R,Trump,0.96075,0.12169310000000001,,0.561845145002817
2020-11-03,fivethirtyeight-polls-plus,P,MT,D,Biden,0.1803,-0.06351779,,0.46761710756917196
2020-11-03,fivethirtyeight-polls-plus,P,MT,R,Trump,0.8197,0.06351779,,0.532382892430828
2020-11-03,fivethirtyeight-polls-plus,P,MO,D,Biden,0.06365,-0.09428916000000001,,0.45223278298656
2020-11-03,fivethirtyeight-polls-plus,P,MO,R,Trump,0.93635,0.09428916000000001,,0.54776721701344
2020-11-03,fivethirtyeight-polls-plus,P,MS,D,Biden,0.08485,-0.1430826,,0.42792995087760877
2020-11-03,fivethirtyeight-polls-plus,P,MS,R,Trump,0.91515,0.1430826,,0.5720700491223912
2020-11-03,fivethirtyeight-polls-plus,P,MN,D,Biden,0.9581,0.09070075,,0.5461179134932245
2020-11-03,fivethirtyeight-polls-plus,P,MN,R,Trump,0.0419,-0.09070075,,0.45388208650677553
2020-11-03,fivethirtyeight-polls-plus,P,MI,D,Biden,0.946825,0.07985446,,0.5403217051449212
2020-11-03,fivethirtyeight-polls-plus,P,MI,R,Trump,0.053175,-0.07985446,,0.4596782948550788
2020-11-03,fivethirtyeight-polls-plus,P,MA,D,Biden,0.999475,0.34821559999999996,,0.6767774219147884
2020-11-03,fivethirtyeight-polls-plus,P,MA,R,Trump,0.000525,-0.34821559999999996,,0.32322257808521165
2020-11-03,fivethirtyeight-polls-plus,P,MD,D,Biden,0.99955,0.31353759999999997,,0.6589688332711732
2020-11-03,fivethirtyeight-polls-plus,P,MD,R,Trump,0.00045,-0.31353759999999997,,0.3410311667288269
2020-11-03,fivethirtyeight-polls-plus,P,ME,D,Biden,0.901175,0.117942,,0.559850211578125
2020-11-03,fivethirtyeight-polls-plus,P,ME,R,Trump,0.098825,-0.117942,,0.4401497884218751
2020-11-03,fivethirtyeight-polls-plus,P,ME-2,D,Biden,0.57255,0.01612271,,0.5081898894966611
2020-11-03,fivethirtyeight-polls-plus,P,ME-2,R,Trump,0.42745,-0.01612271,,0.4918101105033389
2020-11-03,fivethirtyeight-polls-plus,P,ME-1,D,Biden,0.972775,0.2098413,,0.6063870141318839
2020-11-03,fivethirtyeight-polls-plus,P,ME-1,R,Trump,0.027225,-0.2098413,,0.39361298586811605
2020-11-03,fivethirtyeight-polls-plus,P,LA,D,Biden,0.02885,-0.1855815,,0.40626438563362555
2020-11-03,fivethirtyeight-polls-plus,P,LA,R,Trump,0.97115,0.1855815,,0.5937356143663745
2020-11-03,fivethirtyeight-polls-plus,P,KY,D,Biden,0.0142,-0.18005229999999997,,0.408876495193366
2020-11-03,fivethirtyeight-polls-plus,P,KY,R,Trump,0.9858,0.18005229999999997,,0.591123504806634
2020-11-03,fivethirtyeight-polls-plus,P,KS,D,Biden,0.014475,-0.1322257,,0.4326844979723238
2020-11-03,fivethirtyeight-polls-plus,P,KS,R,Trump,0.985525,0.1322257,,0.5673155020276762
2020-11-03,fivethirtyeight-polls-plus,P,IA,D,Biden,0.3987,-0.014706829999999999,,0.4925310888070543
2020-11-03,fivethirtyeight-polls-plus,P,IA,R,Trump,0.6013,0.014706829999999999,,0.5074689111929457
2020-11-03,fivethirtyeight-polls-plus,P,IN,D,Biden,0.03555,-0.1077577,,0.44543722104108474
2020-11-03,fivethirtyeight-polls-plus,P,IN,R,Trump,0.96445,0.1077577,,0.5545627789589153
2020-11-03,fivethirtyeight-polls-plus,P,IL,D,Biden,0.9993,0.17891279999999998,,0.5906644357425024
2020-11-03,fivethirtyeight-polls-plus,P,IL,R,Trump,0.0007,-0.17891279999999998,,0.4093355642574976
2020-11-03,fivethirtyeight-polls-plus,P,ID,D,Biden,0.005625,-0.2196806,,0.38674282153134343
2020-11-03,fivethirtyeight-polls-plus,P,ID,R,Trump,0.994375,0.2196806,,0.6132571784686566
2020-11-03,fivethirtyeight-polls-plus,P,HI,D,Biden,0.993725,0.3662318,,0.686022609073557
2020-11-03,fivethirtyeight-polls-plus,P,HI,R,Trump,0.006275,-0.3662318,,0.31397739092644295
2020-11-03,fivethirtyeight-polls-plus,P,GA,D,Biden,0.581525,0.009522377,,0.5047969101176801
